# range, measurement
87.309,3.703
87.359,3.556
87.409,3.560
87.459,3.662
87.509,3.520
87.559,3.337
87.609,3.622
87.659,3.953
87.709,3.676
87.759,3.779
87.809,3.975
87.859,3.509
87.909,3.808
87.959,3.879
88.009,3.980
88.059,4.224
88.109,3.785
88.159,3.895
88.209,4.009
88.259,3.872
88.309,3.720
88.359,3.754
88.409,3.623
88.459,4.153
88.509,4.039
88.559,3.849
88.609,3.733
88.659,3.689
88.709,3.785
88.759,3.814
88.809,3.598
88.859,4.021
88.909,4.241
88.959,4.167
89.009,3.794
89.059,3.669
89.109,3.838
89.159,3.644
89.209,4.487
89.259,3.901
89.309,4.119
89.359,3.778
89.409,4.191
89.459,3.822
89.509,3.817
89.559,4.340
89.609,3.963
89.659,4.349
89.709,4.093
89.759,4.182
89.809,3.938
89.859,4.004
89.909,3.732
89.959,4.215
90.009,4.338
90.059,4.020
90.109,4.397
90.159,4.369
90.209,4.020
90.259,4.034
90.309,3.964
90.359,4.118
90.409,4.249
90.459,4.360
90.509,3.868
90.559,3.887
90.609,3.918
90.659,3.847
90.709,4.329
90.759,3.926
90.809,4.282
90.859,3.988
90.909,4.534
90.959,3.757
91.009,4.308
91.059,3.859
91.109,4.173
91.159,4.549
91.209,3.961
91.259,4.115
91.309,3.755
91.359,4.206
91.409,4.548
91.459,3.920
91.509,4.248
91.559,4.312
91.609,4.128
91.659,4.267
91.709,4.106
91.759,4.152
91.809,3.887
91.859,4.241
91.909,4.046
91.959,4.178
92.009,4.348
92.059,4.229
92.109,4.359
92.159,4.266
92.209,3.935
92.259,4.340
92.309,4.401
92.359,4.259
92.409,4.330
92.459,4.505
92.509,3.855
92.559,4.305
92.609,3.946
92.659,4.508
92.709,4.009
92.759,4.694
92.809,4.119
92.859,4.044
92.909,4.681
92.959,4.493
93.009,4.509
93.059,4.455
93.109,4.132
93.159,4.575
93.209,4.148
93.259,4.265
93.309,4.345
93.359,4.181
93.409,4.318
93.459,4.180
93.509,4.648
93.559,3.792
93.609,4.211
93.659,4.309
93.709,4.432
93.759,4.387
93.809,4.403
93.859,4.377
93.909,4.398
93.959,4.243
94.009,4.489
94.059,4.434
94.109,3.845
94.159,4.577
94.209,4.554
94.259,4.569
94.309,4.493
94.359,4.350
94.409,4.348
94.459,4.286
94.509,4.770
94.559,4.284
94.609,4.208
94.659,4.304
94.709,4.640
94.759,4.781
94.809,4.669
94.859,4.202
94.909,4.468
94.959,4.610
95.010,4.284
95.060,4.351
95.110,4.692
95.160,4.434
95.210,4.567
95.260,4.768
95.310,4.550
95.360,4.739
95.410,4.603
95.460,4.432
95.510,4.580
95.560,4.756
95.610,4.807
95.660,5.151
95.710,4.508
95.760,4.861
95.810,4.514
95.860,4.960
95.910,4.544
95.960,4.861
96.010,4.309
96.060,4.505
96.110,4.856
96.160,4.701
96.210,4.467
96.260,4.854
96.310,4.517
96.360,4.433
96.410,4.435
96.460,4.907
96.510,4.357
96.560,4.652
96.610,4.613
96.660,4.551
96.710,4.701
96.760,4.589
96.810,4.770
96.860,4.408
96.910,4.685
96.960,5.019
97.010,4.810
97.060,4.544
97.110,5.102
97.160,4.734
97.210,4.812
97.260,4.628
97.310,4.653
97.360,4.788
97.410,4.342
97.460,4.993
97.510,4.831
97.560,4.922
97.610,5.068
97.660,4.839
97.710,4.262
97.760,4.878
97.810,4.623
97.860,4.977
97.910,4.933
97.960,4.906
98.010,4.805
98.060,4.938
98.110,4.756
98.160,5.087
98.210,4.966
98.260,4.948
98.310,4.899
98.360,4.927
98.410,5.241
98.460,5.092
98.510,5.138
98.560,5.124
98.610,4.812
98.660,5.280
98.710,4.935
98.760,4.657
98.810,4.995
98.860,5.308
98.910,4.883
98.960,4.733
99.010,4.854
99.060,4.455
99.110,4.912
99.160,4.815
99.210,4.265
99.260,5.116
99.310,4.847
99.360,5.204
99.410,4.895
99.460,4.969
99.510,4.950
99.560,5.069
99.610,4.646
99.660,5.066
99.710,5.070
99.760,4.893
99.810,5.049
99.860,5.087
99.910,4.672
99.960,5.225
100.010,4.601
100.060,4.616
100.110,4.801
100.160,4.962
100.210,5.234
100.260,5.150
100.310,5.104
100.360,4.909
100.410,4.933
100.460,4.874
100.510,4.528
100.560,5.018
100.610,5.308
100.660,5.459
100.710,5.354
100.760,4.652
100.810,5.159
100.860,5.088
100.910,5.396
100.960,5.106
101.010,5.132
101.060,5.441
101.110,5.113
101.160,5.330
101.210,5.209
101.260,5.229
101.310,5.094
101.360,5.155
101.410,4.817
101.460,5.087
101.510,5.339
101.560,5.496
101.610,5.311
101.660,4.954
101.710,5.312
101.760,5.059
101.810,4.981
101.860,5.086
101.910,5.139
101.960,5.509
102.010,5.176
102.060,5.222
102.110,5.345
102.160,4.964
102.210,5.580
102.260,5.117
102.310,5.115
102.360,5.419
102.410,5.076
102.460,5.502
102.510,5.534
102.560,5.325
102.610,5.112
102.660,5.096
102.710,4.693
102.760,5.585
102.810,5.170
102.860,5.743
102.910,5.235
102.960,5.228
103.010,5.544
103.060,5.265
103.110,5.036
103.160,5.309
103.210,5.146
103.260,5.474
103.310,5.304
103.360,5.054
103.410,5.211
103.460,5.313
103.510,4.952
103.560,5.388
103.610,5.300
103.660,5.489
103.710,5.308
103.760,5.386
103.810,5.251
103.860,5.657
103.910,5.701
103.960,5.480
104.010,5.500
104.060,5.317
104.110,5.066
104.160,5.363
104.210,5.417
104.260,5.432
104.310,5.129
104.360,5.661
104.410,5.242
104.460,5.721
104.510,5.392
104.560,5.268
104.610,5.381
104.660,4.844
104.710,5.451
104.760,5.210
104.810,5.359
104.860,5.264
104.910,5.490
104.960,5.474
105.011,5.533
105.061,5.604
105.111,5.675
105.161,5.321
105.211,5.230
105.261,5.295
105.311,5.620
105.361,5.700
105.411,5.494
105.461,5.906
105.511,5.737
105.561,5.568
105.611,5.631
105.661,5.454
105.711,5.495
105.761,5.522
105.811,5.738
105.861,5.620
105.911,5.453
105.961,5.933
106.011,5.876
106.061,5.436
106.111,5.184
106.161,5.729
106.211,5.795
106.261,5.760
106.311,6.240
106.361,5.622
106.411,5.498
106.461,5.848
106.511,5.168
106.561,5.773
106.611,5.531
106.661,5.965
106.711,5.783
106.761,5.584
106.811,5.874
106.861,5.996
106.911,5.375
106.961,5.896
107.011,6.079
107.061,5.732
107.111,5.494
107.161,5.597
107.211,5.998
107.261,5.898
107.311,5.275
107.361,5.483
107.411,5.676
107.461,5.611
107.511,5.946
107.561,5.666
107.611,5.768
107.661,6.067
107.711,5.591
107.761,5.676
107.811,5.467
107.861,5.977
107.911,5.491
107.961,5.647
108.011,5.912
108.061,5.460
108.111,5.970
108.161,6.232
108.211,5.774
108.261,6.130
108.311,5.535
108.361,5.786
108.411,5.230
108.461,5.702
108.511,5.948
108.561,5.866
108.611,5.950
108.661,5.868
108.711,6.037
108.761,5.862
108.811,5.790
108.861,6.121
108.911,5.848
108.961,5.768
109.011,6.064
109.061,6.213
109.111,5.944
109.161,5.730
109.211,5.843
109.261,5.872
109.311,5.896
109.361,6.107
109.411,5.943
109.461,6.074
109.511,6.062
109.561,6.000
109.611,6.104
109.661,5.813
109.711,5.922
109.761,6.057
109.811,5.794
109.861,6.093
109.911,5.880
109.961,5.967
110.011,5.956
110.061,6.135
110.111,6.311
110.161,6.044
110.211,6.437
110.261,5.997
110.311,5.956
110.361,5.980
110.411,5.943
110.461,6.481
110.511,6.088
110.561,6.277
110.611,5.391
110.661,5.903
110.711,6.173
110.761,6.251
110.811,5.972
110.861,5.958
110.911,6.187
110.961,6.046
111.011,6.226
111.061,6.291
111.111,6.261
111.161,6.391
111.211,5.753
111.261,6.288
111.311,6.111
111.361,5.951
111.411,6.306
111.461,5.733
111.511,5.907
111.561,6.096
111.611,6.421
111.661,6.045
111.711,6.136
111.761,5.741
111.811,6.331
111.861,6.336
111.911,6.351
111.961,6.300
112.011,6.271
112.061,6.205
112.111,6.414
112.161,6.241
112.211,6.091
112.261,6.115
112.311,6.605
112.361,6.242
112.411,6.128
112.461,5.991
112.511,6.104
112.561,6.012
112.611,6.335
112.661,6.207
112.711,6.545
112.761,6.305
112.811,6.610
112.861,6.445
112.911,6.266
112.961,6.427
113.011,6.622
113.061,5.918
113.111,6.273
113.161,6.395
113.211,6.253
113.261,6.267
113.311,6.289
113.361,6.232
113.411,6.191
113.461,6.193
113.511,6.468
113.561,6.479
113.611,6.401
113.661,6.665
113.711,6.040
113.761,6.054
113.811,6.088
113.861,6.304
113.911,6.464
113.961,6.508
114.011,6.316
114.061,6.249
114.111,6.558
114.161,6.820
114.211,6.507
114.261,6.576
114.311,6.644
114.361,6.332
114.411,6.265
114.461,6.255
114.511,6.359
114.561,6.638
114.611,6.697
114.661,6.309
114.711,6.144
114.761,6.317
114.811,6.540
114.861,6.263
114.911,6.196
114.961,6.533
115.012,6.327
115.062,6.248
115.112,6.870
115.162,6.635
115.212,6.203
115.262,6.538
115.312,6.402
115.362,6.700
115.412,6.183
115.462,6.575
115.512,6.557
115.562,6.773
115.612,6.607
115.662,6.627
115.712,6.926
115.762,6.400
115.812,6.596
115.862,6.366
115.912,6.411
115.962,6.638
116.012,6.586
116.062,6.689
116.112,6.799
116.162,6.623
116.212,6.498
116.262,6.681
116.312,6.705
116.362,6.326
116.412,6.722
116.462,6.288
116.512,6.922
116.562,6.501
116.612,6.416
116.662,6.708
116.712,7.121
116.762,6.601
116.812,6.737
116.862,6.478
116.912,6.399
116.962,6.702
117.012,6.663
117.062,6.758
117.112,6.736
117.162,6.873
117.212,6.820
117.262,6.715
117.312,6.815
117.362,6.821
117.412,6.804
117.462,6.761
117.512,6.844
117.562,6.834
117.612,6.530
117.662,6.474
117.712,6.659
117.762,6.777
117.812,6.507
117.862,6.646
117.912,6.596
117.962,7.189
118.012,6.627
118.062,6.808
118.112,7.010
118.162,6.894
118.212,6.088
118.262,6.688
118.312,6.873
118.362,6.873
118.412,6.634
118.462,7.166
118.512,6.723
118.562,6.804
118.612,6.666
118.662,6.598
118.712,6.774
118.762,6.859
118.812,7.149
118.862,6.582
118.912,6.741
118.962,7.216
119.012,6.902
119.062,7.049
119.112,7.146
119.162,7.125
119.212,6.986
119.262,6.834
119.312,6.816
119.362,6.502
119.412,6.810
119.462,7.086
119.512,7.019
119.562,6.947
119.612,6.556
119.662,7.172
119.712,6.868
119.762,6.977
119.812,7.279
119.862,6.919
119.912,6.838
119.962,6.785
120.012,7.032
120.062,6.695
120.112,7.311
120.162,6.996
120.212,6.906
120.262,6.814
120.312,6.991
120.362,7.029
120.412,6.969
120.462,7.155
120.512,7.275
120.562,7.501
120.612,6.847
120.662,7.393
120.712,7.277
120.762,6.988
120.812,7.065
120.862,7.576
120.912,7.066
120.962,7.016
121.012,7.125
121.062,6.862
121.112,7.073
121.162,7.200
121.212,6.973
121.262,7.224
121.312,7.029
121.362,7.410
121.412,6.941
121.462,7.319
121.512,6.934
121.562,7.187
121.612,7.378
121.662,7.096
121.712,7.383
121.762,7.316
121.812,6.888
121.862,7.241
121.912,7.476
121.962,7.331
122.012,7.222
122.062,7.061
122.112,6.835
122.162,7.296
122.212,6.781
122.262,7.470
122.312,7.516
122.362,7.327
122.412,7.213
122.462,7.152
122.512,7.199
122.562,7.359
122.612,7.389
122.662,7.078
122.712,6.794
122.762,7.159
122.812,7.203
122.862,7.317
122.912,7.253
122.962,7.146
123.012,7.533
123.062,7.407
123.112,7.106
123.162,7.546
123.212,7.388
123.262,7.592
123.312,7.543
123.362,7.426
123.412,7.092
123.462,7.354
123.512,7.378
123.562,7.517
123.612,7.556
123.662,7.018
123.712,7.326
123.762,7.346
123.812,7.799
123.862,7.173
123.912,7.285
123.962,7.176
124.012,7.422
124.062,7.445
124.112,7.303
124.162,7.333
124.212,7.483
124.262,6.988
124.312,7.822
124.362,7.566
124.412,7.636
124.462,7.503
124.512,7.302
124.562,7.668
124.612,7.943
124.662,7.873
124.712,7.417
124.762,7.189
124.812,7.426
124.862,7.268
124.912,7.370
124.962,7.547
125.013,7.289
125.063,7.597
125.113,7.624
125.163,7.169
125.213,7.489
125.263,7.770
125.313,7.359
125.363,7.883
125.413,7.728
125.463,7.391
125.513,7.781
125.563,7.646
125.613,7.504
125.663,7.673
125.713,7.464
125.763,7.581
125.813,7.643
125.863,7.710
125.913,7.758
125.963,7.562
126.013,7.487
126.063,7.838
126.113,7.632
126.163,7.425
126.213,7.343
126.263,7.762
126.313,7.292
126.363,7.466
126.413,7.492
126.463,7.744
126.513,7.619
126.563,7.390
126.613,7.898
126.663,7.358
126.713,7.373
126.763,7.836
126.813,7.691
126.863,7.825
126.913,7.766
126.963,7.385
127.013,7.659
127.063,7.780
127.113,7.497
127.163,7.754
127.213,7.669
127.263,7.639
127.313,7.415
127.363,8.107
127.413,7.850
127.463,7.697
127.513,7.628
127.563,7.995
127.613,7.642
127.663,7.621
127.713,7.629
127.763,7.902
127.813,8.142
127.863,7.551
127.913,7.827
127.963,7.527
128.013,7.909
128.063,8.284
128.113,7.692
128.163,7.603
128.213,7.692
128.263,7.463
128.313,7.602
128.363,7.613
128.413,8.084
128.463,8.219
128.513,8.095
128.563,7.675
128.613,8.232
128.663,7.803
128.713,7.783
128.763,7.728
128.813,7.908
128.863,8.159
128.913,7.874
128.963,7.751
129.013,7.888
129.063,8.172
129.113,7.940
129.163,7.957
129.213,7.676
129.263,8.044
129.313,7.927
129.363,8.151
129.413,8.122
129.463,7.701
129.513,7.944
129.563,7.512
129.613,7.607
129.663,8.177
129.713,7.956
129.763,8.004
129.813,7.911
129.863,8.213
129.913,7.761
129.963,8.154
130.013,8.214
130.063,8.341
130.113,7.892
130.163,8.117
130.213,8.265
130.263,7.922
130.313,8.009
130.363,8.003
130.413,8.251
130.463,8.025
130.513,8.407
130.563,7.841
130.613,8.414
130.663,8.179
130.713,8.304
130.763,7.997
130.813,8.161
130.863,8.483
130.913,8.269
130.963,7.747
131.013,8.293
131.063,7.988
131.113,8.096
131.163,8.163
131.213,8.235
131.263,8.345
131.313,8.452
131.363,8.444
131.413,8.082
131.463,8.320
131.513,8.252
131.563,7.909
131.613,8.302
131.663,8.166
131.713,8.023
131.763,8.345
131.813,8.209
131.863,8.067
131.913,8.089
131.963,8.075
132.013,8.277
132.063,8.176
132.113,8.397
132.163,8.133
132.213,8.332
132.263,8.291
132.313,8.080
132.363,8.185
132.413,8.338
132.463,8.197
132.513,8.487
132.563,8.280
132.613,8.671
132.663,8.198
132.713,8.276
132.763,8.215
132.813,8.324
132.863,8.502
132.913,7.992
132.963,8.251
133.013,8.174
133.063,8.440
133.113,8.145
133.163,8.302
133.213,8.230
133.263,7.757
133.313,8.090
133.363,8.191
133.413,8.587
133.463,8.293
133.513,8.175
133.563,8.293
133.613,8.290
133.663,8.705
133.713,8.522
133.763,8.212
133.813,8.621
133.863,8.714
133.913,8.465
133.963,8.433
134.013,8.391
134.063,8.492
134.113,8.553
134.163,8.331
134.213,8.677
134.263,8.488
134.313,8.422
134.363,8.520
134.413,8.548
134.463,8.201
134.513,8.554
134.563,8.322
134.613,8.721
134.663,8.963
134.713,8.505
134.763,8.518
134.813,8.674
134.863,8.392
134.913,8.720
134.963,8.340
135.014,8.622
135.064,8.719
135.114,8.704
135.164,8.552
135.214,8.731
135.264,8.396
135.314,8.387
135.364,8.640
135.414,8.542
135.464,8.557
135.514,8.380
135.564,8.428
135.614,8.624
135.664,8.207
135.714,8.513
135.764,8.770
135.814,8.751
135.864,8.958
135.914,8.590
135.964,8.465
136.014,8.730
136.064,8.333
136.114,8.321
136.164,8.525
136.214,8.566
136.264,8.299
136.314,8.751
136.364,8.882
136.414,8.540
136.464,8.546
136.514,8.929
136.564,8.548
136.614,8.820
136.664,9.070
136.714,8.625
136.764,8.907
136.814,8.576
136.864,8.479
136.914,8.918
136.964,8.495
137.014,8.805
137.064,8.255
137.114,8.978
137.164,8.711
137.214,8.684
137.264,8.624
137.314,8.632
137.364,8.723
137.414,8.714
137.464,8.494
137.514,8.938
137.564,8.452
137.614,8.698
137.664,8.731
137.714,8.866
137.764,8.561
137.814,8.301
137.864,8.668
137.914,8.996
137.964,8.957
138.014,8.979
138.064,9.075
138.114,8.814
138.164,8.962
138.214,8.946
138.264,8.354
138.314,8.985
138.364,8.498
138.414,9.160
138.464,8.693
138.514,9.077
138.564,9.116
138.614,8.647
138.664,8.893
138.714,9.150
138.764,8.682
138.814,8.567
138.864,8.834
138.914,9.119
138.964,8.971
139.014,8.951
139.064,8.791
139.114,9.116
139.164,9.168
139.214,8.990
139.264,8.844
139.314,8.794
139.364,8.790
139.414,9.055
139.464,8.923
139.514,8.913
139.564,8.919
139.614,8.950
139.664,9.423
139.714,9.224
139.764,9.087
139.814,9.092
139.864,9.059
139.914,8.957
139.964,8.912
140.014,9.153
140.064,8.867
140.114,8.588
140.164,8.900
140.214,8.749
140.264,8.512
140.314,8.920
140.364,8.900
140.414,9.123
140.464,8.976
140.514,9.158
140.564,9.128
140.614,9.142
140.664,9.051
140.714,9.038
140.764,8.993
140.814,8.862
140.864,9.009
140.914,9.310
140.964,9.285
141.014,9.081
141.064,9.165
141.114,9.186
141.164,9.098
141.214,9.182
141.264,9.303
141.314,9.165
141.364,9.155
141.414,9.065
141.464,8.845
141.514,9.221
141.564,9.247
141.614,9.528
141.664,9.086
141.714,8.984
141.764,9.204
141.814,9.377
141.864,9.091
141.914,9.224
141.964,9.216
142.014,9.450
142.064,9.093
142.114,9.671
142.164,9.494
142.214,9.043
142.264,8.868
142.314,8.985
142.364,9.502
142.414,9.188
142.464,9.127
142.514,9.136
142.564,9.117
142.614,9.188
142.664,9.698
142.714,9.297
142.764,9.375
142.814,9.346
142.864,9.720
142.914,9.172
142.964,9.243
143.014,9.216
143.064,9.206
143.114,9.109
143.164,9.045
143.214,9.208
143.264,9.188
143.314,9.224
143.364,9.349
143.414,9.083
143.464,9.145
143.514,9.396
143.564,9.262
143.614,9.422
143.664,9.117
143.714,9.275
143.764,9.385
143.814,9.446
143.864,9.620
143.914,9.392
143.964,9.479
144.014,9.467
144.064,9.726
144.114,9.581
144.164,9.331
144.214,9.420
144.264,9.591
144.314,9.473
144.364,9.227
144.414,9.335
144.464,9.364
144.514,9.606
144.564,8.983
144.614,9.457
144.664,9.700
144.714,9.650
144.764,9.761
144.814,9.356
144.864,9.501
144.914,9.522
144.964,9.123
145.015,9.239
145.065,9.648
145.115,9.379
145.165,9.217
145.215,9.447
145.265,9.459
145.315,9.564
145.365,9.313
145.415,9.925
145.465,9.653
145.515,9.586
145.565,9.522
145.615,9.993
145.665,9.848
145.715,9.517
145.765,9.642
145.815,10.238
145.865,9.256
145.915,9.860
145.965,9.896
146.015,9.485
146.065,9.593
146.115,9.647
146.165,9.395
146.215,9.696
146.265,9.381
146.315,9.721
146.365,10.043
146.415,9.919
146.465,9.574
146.515,9.656
146.565,9.685
146.615,9.566
146.665,9.549
146.715,9.492
146.765,9.661
146.815,9.703
146.865,9.903
146.915,9.815
146.965,9.818
147.015,9.790
147.065,9.732
147.115,9.871
147.165,9.860
147.215,9.719
147.265,9.626
147.315,9.858
147.365,9.186
147.415,9.689
147.465,9.612
147.515,10.095
147.565,9.621
147.615,9.770
147.665,9.678
147.715,9.955
147.765,9.739
147.815,9.608
147.865,9.518
147.915,9.855
147.965,9.569
148.015,9.538
148.065,10.113
148.115,9.879
148.165,9.993
148.215,9.557
148.265,9.964
148.315,9.855
148.365,10.070
148.415,9.376
148.465,9.887
148.515,10.076
148.565,9.849
148.615,10.106
148.665,10.092
148.715,9.866
148.765,9.891
148.815,10.062
148.865,10.344
148.915,10.123
148.965,9.788
149.015,10.020
149.065,9.851
149.115,9.662
149.165,9.642
149.215,9.925
149.265,10.152
149.315,9.515
149.365,10.071
149.415,9.971
149.465,9.843
149.515,9.781
149.565,9.660
149.615,9.977
149.665,9.976
149.715,10.202
149.765,10.134
149.815,10.275
149.865,9.851
149.915,9.823
149.965,9.977
150.015,9.591
150.065,9.896
150.115,9.844
150.165,9.796
150.215,10.096
150.265,10.432
150.315,10.137
150.365,10.224
150.415,9.682
150.465,10.516
150.515,10.471
150.565,10.203
150.615,10.014
150.665,9.870
150.715,10.418
150.765,9.995
150.815,9.780
150.865,10.152
150.915,10.516
150.965,10.406
151.015,10.200
151.065,10.295
151.115,10.230
151.165,10.006
151.215,10.249
151.265,10.224
151.315,10.127
151.365,9.799
151.415,10.159
151.465,9.891
151.515,10.139
151.565,10.271
151.615,10.217
151.665,10.158
151.715,9.838
151.765,10.308
151.815,10.348
151.865,10.477
151.915,10.134
151.965,10.198
152.015,10.115
152.065,10.066
152.115,10.415
152.165,10.242
152.215,10.170
152.265,10.126
152.315,10.041
152.365,10.594
152.415,10.001
152.465,10.568
152.515,10.384
152.565,10.349
152.615,10.491
152.665,10.448
152.715,10.202
152.765,10.266
152.815,10.277
152.865,10.188
152.915,9.918
152.965,10.711
153.015,10.268
153.065,10.153
153.115,10.343
153.165,10.137
153.215,10.532
153.265,10.408
153.315,10.320
153.365,10.235
153.415,10.499
153.465,10.402
153.515,10.518
153.565,10.795
153.615,10.359
153.665,10.872
153.715,10.303
153.765,10.302
153.815,10.280
153.865,10.605
153.915,10.251
153.965,10.044
154.015,10.343
154.065,10.030
154.115,10.188
154.165,10.412
154.215,10.082
154.265,9.889
154.315,10.517
154.365,10.366
154.415,10.286
154.465,10.313
154.515,10.497
154.565,10.573
154.615,10.472
154.665,10.241
154.715,10.609
154.765,10.341
154.815,10.481
154.865,10.200
154.915,10.268
154.965,10.667
155.016,10.552
155.066,10.351
155.116,10.677
155.166,10.672
155.216,10.615
155.266,10.407
155.316,10.662
155.366,10.894
155.416,10.571
155.466,10.521
155.516,10.631
155.566,10.496
155.616,10.474
155.666,10.459
155.716,10.745
155.766,10.105
155.816,10.681
155.866,10.429
155.916,10.815
155.966,10.428
156.016,10.712
156.066,10.602
156.116,10.882
156.166,10.743
156.216,10.497
156.266,10.644
156.316,10.790
156.366,10.684
156.416,11.137
156.466,11.145
156.516,10.773
156.566,10.838
156.616,10.899
156.666,10.675
156.716,10.992
156.766,10.645
156.816,10.767
156.866,10.744
156.916,10.993
156.966,10.795
157.016,10.890
157.066,10.905
157.116,10.715
157.166,10.454
157.216,10.714
157.266,10.648
157.316,10.601
157.366,10.964
157.416,10.996
157.466,10.504
157.516,10.398
157.566,10.961
157.616,10.865
157.666,10.608
157.716,10.792
157.766,10.848
157.816,11.239
157.866,10.762
157.916,10.872
157.966,10.781
158.016,10.516
158.066,11.037
158.116,10.818
158.166,10.887
158.216,10.838
158.266,11.086
158.316,11.060
158.366,10.750
158.416,10.997
158.466,10.795
158.516,10.841
158.566,10.919
158.616,10.746
158.666,11.354
158.716,10.857
158.766,10.436
158.816,11.011
158.866,10.666
158.916,10.463
158.966,10.581
159.016,10.875
159.066,11.106
159.116,10.554
159.166,11.108
159.216,10.736
159.266,11.083
159.316,11.039
159.366,11.007
159.416,10.863
159.466,11.100
159.516,10.837
159.566,11.041
159.616,11.317
159.666,10.704
159.716,11.142
159.766,11.317
159.816,11.294
159.866,11.127
159.916,11.019
159.966,11.169
160.016,11.177
160.066,10.887
160.116,11.149
160.166,10.532
160.216,10.977
160.266,10.976
160.316,10.926
160.366,11.096
160.416,11.103
160.466,11.070
160.516,10.761
160.566,11.089
160.616,11.002
160.666,11.340
160.716,11.399
160.766,10.905
160.816,10.933
160.866,11.261
160.916,11.223
160.966,11.088
161.016,11.148
161.066,10.907
161.116,11.236
161.166,11.171
161.216,11.230
161.266,10.866
161.316,11.239
161.366,10.800
161.416,10.911
161.466,10.869
161.516,11.353
161.566,11.337
161.616,11.047
161.666,11.461
161.716,11.552
161.766,10.858
161.816,11.493
161.866,11.112
161.916,10.761
161.966,11.463
162.016,11.211
162.066,11.246
162.116,11.375
162.166,11.345
162.216,11.221
162.266,11.375
162.316,11.021
162.366,11.018
162.416,11.397
162.466,11.284
162.516,11.138
162.566,10.943
162.616,11.204
162.666,11.496
162.716,10.833
162.766,11.280
162.816,11.276
162.866,11.499
162.916,11.434
162.966,10.912
163.016,11.757
163.066,11.386
163.116,11.274
163.166,11.116
163.216,11.356
163.266,11.295
163.316,11.388
163.366,10.825
163.416,11.055
163.466,11.161
163.516,11.301
163.566,11.033
163.616,11.322
163.666,11.641
163.716,11.446
163.766,11.099
163.816,11.489
163.866,11.314
163.916,11.603
163.966,11.250
164.016,11.473
164.066,11.251
164.116,11.366
164.166,11.545
164.216,11.254
164.266,11.885
164.316,11.513
164.366,11.379
164.416,11.338
164.466,11.506
164.516,11.390
164.566,11.224
164.616,11.720
164.666,11.452
164.716,11.250
164.766,11.729
164.816,11.305
164.866,11.599
164.916,11.425
164.966,11.736
165.017,11.335
165.067,11.128
165.117,11.562
165.167,11.205
165.217,11.473
165.267,11.553
165.317,11.420
165.367,11.721
165.417,11.501
165.467,11.502
165.517,11.414
165.567,11.827
165.617,11.659
165.667,11.892
165.717,11.396
165.767,11.596
165.817,11.250
165.867,11.686
165.917,11.714
165.967,11.492
166.017,11.493
166.067,11.977
166.117,11.289
166.167,11.147
166.217,12.039
166.267,11.892
166.317,11.755
166.367,11.740
166.417,11.666
166.467,11.562
166.517,11.377
166.567,11.816
166.617,11.637
166.667,11.489
166.717,11.428
166.767,11.507
166.817,11.732
166.867,11.743
166.917,11.615
166.967,11.913
167.017,11.653
167.067,11.695
167.117,11.592
167.167,11.930
167.217,11.466
167.267,11.664
167.317,11.787
167.367,11.577
167.417,11.820
167.467,11.937
167.517,11.985
167.567,11.653
167.617,11.808
167.667,11.642
167.717,11.766
167.767,11.685
167.817,11.672
167.867,11.967
167.917,11.655
167.967,11.959
168.017,11.517
168.067,11.876
168.117,11.710
168.167,11.954
168.217,11.902
168.267,11.956
168.317,11.698
168.367,11.645
168.417,11.806
168.467,11.824
168.517,11.832
168.567,11.442
168.617,11.995
168.667,12.272
168.717,11.725
168.767,12.047
168.817,12.211
168.867,11.529
168.917,12.050
168.967,11.798
169.017,12.261
169.067,11.827
169.117,11.837
169.167,11.766
169.217,11.699
169.267,12.131
169.317,11.966
169.367,12.056
169.417,11.704
169.467,11.923
169.517,11.611
169.567,11.805
169.617,12.062
169.667,11.897
169.717,11.877
169.767,12.096
169.817,12.018
169.867,12.030
169.917,12.251
169.967,11.879
170.017,11.963
170.067,12.261
170.117,11.853
170.167,12.156
170.217,11.859
170.267,11.856
170.317,11.968
170.367,12.100
170.417,12.201
170.467,11.924
170.517,12.194
170.567,12.035
170.617,11.948
170.667,12.030
170.717,12.075
170.767,12.118
170.817,12.041
170.867,11.824
170.917,11.907
170.967,11.841
171.017,11.861
171.067,12.059
171.117,12.300
171.167,12.120
171.217,11.866
171.267,11.909
171.317,12.348
171.367,12.202
171.417,12.478
171.467,12.354
171.517,12.119
171.567,12.120
171.617,12.132
171.667,12.136
171.717,11.975
171.767,12.184
171.817,11.973
171.867,12.372
171.917,12.318
171.967,12.199
172.017,12.594
172.067,12.347
172.117,12.483
172.167,12.240
172.217,12.321
172.267,11.733
172.317,11.975
172.367,12.215
172.417,12.619
172.467,12.618
172.517,12.320
172.567,12.438
172.617,12.297
172.667,12.320
172.717,12.046
172.767,12.426
172.817,12.326
172.867,11.995
172.917,12.232
172.967,12.220
173.017,12.358
173.067,12.392
173.117,12.473
173.167,12.305
173.217,12.226
173.267,12.307
173.317,12.581
173.367,12.563
173.417,12.202
173.467,12.482
173.517,12.428
173.567,12.561
173.617,12.320
173.667,12.419
173.717,12.391
173.767,12.491
173.817,12.547
173.867,12.553
173.917,12.482
173.967,12.584
174.017,12.138
174.067,12.608
174.117,12.655
174.167,12.516
174.217,12.136
174.267,12.332
174.317,12.634
174.367,12.418
174.417,12.353
174.467,12.615
174.517,12.300
174.567,12.220
174.617,12.585
174.667,12.175
174.717,12.495
